,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
1048,victory,Ranked: Conquest - 4 months ago,27m,+39,+93 SR,Aegis Amulet,Purification Beads,8, 4, 9,"
3.13 KDA
",Raijin,"
Level 20 / 16,456G
"
1049,defeat,Ranked: Conquest - 4 months ago,55m,-40,-102 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,6, 9, 11,"
1.28 KDA
",Nemesis,"
Level 20 / 25,101G
"
1050,victory,Ranked: Conquest - 4 months ago,22m,+41,+258 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,4, 1, 7,"
7.5 KDA
",Sylvanus,"
Level 18 / 12,889G
"
1051,victory,Ranked: Conquest - 4 months ago,25m,+46,+186 SR,Purification Beads,Blink Rune,11, 6, 12,"
2.83 KDA
",Hades,"
Level 20 / 15,014G
"
1052,victory,Ranked: Conquest - 4 months ago,21m,+49,+123 SR,Purification Beads,Blink Rune,9, 4, 8,"
3.25 KDA
",Anubis,"
Level 19 / 13,058G
"
1053,defeat,Ranked: Conquest - 4 months ago,23m,-49,-241 SR,Aegis Amulet,Purification Beads,7, 5, 2,"
1.6 KDA
",Chernobog,"
Level 20 / 13,216G
"
1054,defeat,Ranked: Conquest - 4 months ago,32m,+52,-192 SR,Aegis Amulet,Purification Beads,3, 8, 12,"
1.13 KDA
",Aphrodite,"
Level 20 / 14,878G
"
1055,victory,Ranked: Conquest - 4 months ago,34m,+17,+267 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,2, 4, 19,"
2.88 KDA
",Khepri,"
Level 20 / 16,828G
"
1056,defeat,Ranked: Conquest - 4 months ago,32m,-16,-249 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,3, 4, 11,"
2.13 KDA
",Sun Wukong,"
Level 20 / 16,704G
"
1057,defeat,Ranked: Conquest - 4 months ago,16m,-18,-244 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,0, 2, 2,"
0.5 KDA
",Xing Tian,"
Level 14 / 8,334G
"
1058,victory,Ranked: Conquest - 4 months ago,31m,+17,+103 SR,Teleport Glyph Upgrade,Blink Rune,6, 4, 17,"
3.63 KDA
",Cerberus,"
Level 20 / 17,045G
"
1059,defeat,Ranked: Conquest - 4 months ago,31m,-17,-183 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,9, 5, 6,"
2.4 KDA
",Vamana,"
Level 20 / 17,677G
"
1060,defeat,Ranked: Conquest - 4 months ago,23m,-22,-241 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,5, 4, 0,"
1.25 KDA
",Osiris,"
Level 18 / 11,583G
"
1061,victory,Ranked: Conquest - 4 months ago,37m,+17,+198 SR,Aegis Amulet,Purification Beads,9, 8, 12,"
1.88 KDA
",Ah Muzen Cab,"
Level 20 / 21,005G
"
1062,defeat,Ranked: Conquest - 4 months ago,28m,-23,-210 SR,Purification Beads,Blink Rune,3, 4, 2,"
1 KDA
",Camazotz,"
Level 20 / 13,889G
"
1063,defeat,Ranked: Conquest - 4 months ago,35m,-24,-138 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 9, 7,"
1.28 KDA
",Scylla,"
Level 20 / 19,825G
"
1064,victory,Ranked: Conquest - 4 months ago,48m,+21,+176 SR,Purification Beads Upgrade,Blink Rune Upgrade,14, 7, 22,"
3.57 KDA
",Pele,"
Level 20 / 32,131G
"
1065,defeat,Ranked: Conquest - 4 months ago,24m,"-9
",-163 SR,Aegis Amulet,Purification Beads,6, 10, 7,"
0.95 KDA
",Izanami,"
Level 17 / 11,930G
"
1066,defeat,Ranked: Conquest - 4 months ago,26m,-13,-171 SR,Shield of Thorns Upgrade,Teleport Glyph,2, 5, 6,"
1 KDA
",Achilles,"
Level 20 / 13,014G
"
1067,victory,Ranked: Conquest - 4 months ago,30m,+10,+226 SR,Purification Beads,Teleport Glyph,4, 3, 9,"
2.83 KDA
",Thanatos,"
Level 20 / 15,288G
"
1068,victory,Ranked: Conquest - 4 months ago,25m,"+6
",+227 SR,Aegis Amulet,Purification Beads,15, 3, 8,"
6.33 KDA
",Agni,"
Level 20 / 16,518G
"
1069,defeat,Ranked: Conquest - 4 months ago,18m,-30,-195 SR,Shield of Thorns,Teleport Glyph,2, 2, 1,"
1.25 KDA
",Bellona,"
Level 17 / 10,202G
"
1070,victory,Ranked: Conquest - 4 months ago,19m,+17,+222 SR,Aegis Amulet,Blink Rune,6, 4, 6,"
2.25 KDA
",Zeus,"
Level 17 / 11,541G
"
1071,defeat,Ranked: Conquest - 4 months ago,32m,-36,-213 SR,Purification Beads Upgrade,Blink Rune Upgrade,17, 4, 9,"
5.38 KDA
",Kali,"
Level 20 / 20,989G
"
1072,victory,Ranked: Conquest - 4 months ago,37m,+20,+215 SR,Purification Beads,Blink Rune,6, 8, 18,"
1.88 KDA
",Hou Yi,"
Level 20 / 19,969G
"
1073,victory,Ranked: Conquest - 4 months ago,24m,+17,+228 SR,Teleport Glyph Upgrade,Blink Rune,3, 0, 3,"
4.5 KDA
",Sobek,"
Level 20 / 14,480G
"
1074,defeat,Ranked: Conquest - 4 months ago,48m,-41,-176 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 8, 12,"
2.38 KDA
",Vamana,"
Level 20 / 25,494G
"
1075,victory,Ranked: Conquest - 4 months ago,26m,+26,+255 SR,Purification Beads,Blink Rune,9, 3, 9,"
4.5 KDA
",Camazotz,"
Level 20 / 14,858G
"
1076,victory,Ranked: Conquest - 4 months ago,23m,+24,+218 SR,Purification Beads,Blink Rune,16, 2, 4,"
9 KDA
",Ao Kuang,"
Level 20 / 17,057G
"
1077,victory,Ranked: Conquest - 4 months ago,31m,+23,+236 SR,Purification Beads Upgrade,Blink Rune,16, 3, 17,"
8.17 KDA
",Erlang Shen,"
Level 20 / 19,944G
"
1078,victory,Ranked: Conquest - 4 months ago,34m,+28,+233 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 3, 5,"
4.5 KDA
",Ravana,"
Level 20 / 20,778G
"
1079,victory,Ranked: Conquest - 4 months ago,30m,+26,+215 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 4, 13,"
4.88 KDA
",Ratatoskr,"
Level 20 / 18,592G
"
1080,defeat,Ranked: Conquest - 4 months ago,23m,-42,-201 SR,Aegis Amulet,Purification Beads,6, 8, 3,"
0.94 KDA
",Thoth,"
Level 17 / 10,766G
"
1081,victory,Ranked: Conquest - 4 months ago,43m,+33,+234 SR,Purification Beads Upgrade,Blink Rune Upgrade,12, 5, 11,"
3.5 KDA
",Serqet,"
Level 20 / 23,982G
"
1082,victory,Ranked: Conquest - 4 months ago,40m,+61,+233 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,9, 5, 14,"
3.2 KDA
",Xing Tian,"
Level 20 / 23,408G
"
1083,victory,Ranked: Conquest - 4 months ago,25m,+48,+277 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,8, 2, 9,"
6.25 KDA
",Fenrir,"
Level 20 / 15,712G
"
1084,defeat,Ranked: Conquest - 4 months ago,24m,-49,-237 SR,Purification Beads,Blink Rune,6, 5, 3,"
1.5 KDA
",Merlin,"
Level 20 / 13,213G
"
1085,victory,Ranked: Conquest - 4 months ago,30m,+10,+249 SR,Aegis Amulet,Purification Beads,9, 6, 12,"
2.5 KDA
",Chronos,"
Level 20 / 17,507G
"
1086,victory,Ranked: Conquest - 4 months ago,22m,+11,+237 SR,Purification Beads,Blink Rune,8, 3, 11,"
4.5 KDA
",Osiris,"
Level 20 / 14,507G
"
1087,defeat,Ranked: Conquest - 5 months ago,44m,-45,-192 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,13, 6, 9,"
2.92 KDA
",Janus,"
Level 20 / 24,715G
"
1088,victory,Normal: Conquest - 5 months ago,20m,+24,+215 SR,Purification Beads,Blink Rune,11, 6, 4,"
2.17 KDA
",Isis,"
Level 19 / 12,520G
"
1089,victory,Ranked: Conquest - 5 months ago,26m,+10,+215 SR,Aegis Amulet,Purification Beads,6, 0, 7,"
9.5 KDA
",Aphrodite,"
Level 20 / 14,404G
"
1090,defeat,Ranked: Conquest - 5 months ago,54m,-68,-237 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,6, 7, 25,"
2.64 KDA
",Odin,"
Level 20 / 26,185G
"
1091,defeat,Ranked: Conquest - 5 months ago,21m,-97,-215 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,1, 3, 5,"
1.17 KDA
",Ullr,"
Level 15 / 10,485G
"
1092,defeat,Ranked: Conquest - 5 months ago,21m,-10,-215 SR,Aegis Amulet,Purification Beads,5, 6, 0,"
0.83 KDA
",Agni,"
Level 16 / 10,593G
"
1093,defeat,Ranked: Conquest - 5 months ago,35m,-17,-215 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,6, 5, 10,"
2.2 KDA
",Jing Wei,"
Level 20 / 20,021G
"
1094,victory,Ranked: Conquest - 5 months ago,26m,+19,+239 SR,Aegis Amulet,Purification Beads,6, 3, 4,"
2.67 KDA
",Merlin,"
Level 20 / 16,516G
"
1095,defeat,Ranked: Conquest - 5 months ago,29m,"-8
",-94 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 3, 5,"
3.83 KDA
",Bastet,"
Level 20 / 18,313G
"
1096,defeat,Ranked: Conquest - 5 months ago,22m,-14,-104 SR,Teleport Glyph,Sundering Spear Upgrade,3, 4, 1,"
0.88 KDA
",Pele,"
Level 19 / 11,486G
"
1097,defeat,Ranked: Conquest - 5 months ago,30m,-12,-129 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,8, 3, 14,"
5 KDA
",Erlang Shen,"
Level 20 / 17,890G
"
1098,victory,Ranked: Conquest - 5 months ago,26m,"+8
",+145 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,6, 6, 11,"
1.92 KDA
",Ne Zha,"
Level 20 / 15,048G
"
1099,victory,Ranked: Conquest - 5 months ago,10m,"+6
",+219 SR,Purification Beads,Blink Rune,9, 0, 0,"
9 KDA
",He Bo,"
Level 12 / 7,515G
"
